Unix,Date,Symbol,Open,High,Low,Close,Volume BCH,Volume USDT,tradecount
1.66398E+12,9/24/2022,BCHUSDT,120.2,122.3,117.3,117.3,67039.071,8058859.676,29172
1.66389E+12,9/23/2022,BCHUSDT,116.6,120.5,112.3,120.1,96078.241,11177808.69,38675
1.6638E+12,9/22/2022,BCHUSDT,108.8,117.3,108.7,116.5,77843.39,8842600.022,30119
1.66372E+12,9/21/2022,BCHUSDT,112.7,119.2,108.3,108.9,124129.327,14110072.7,47357
1.66363E+12,9/20/2022,BCHUSDT,112,114.9,110.8,112.8,86969.608,9792304.705,29041
1.66355E+12,9/19/2022,BCHUSDT,111.7,113.4,106.4,112,112632.736,12351741.95,45852
1.66346E+12,9/18/2022,BCHUSDT,122.2,122.2,110.5,111.8,92114.982,10776811.99,35227
1.66337E+12,9/17/2022,BCHUSDT,119.5,123.5,119.3,122.1,66653.986,8094854.064,25187
1.66329E+12,9/16/2022,BCHUSDT,117.5,120.9,116.1,119.5,102870.586,12187353.87,36390
1.6632E+12,9/15/2022,BCHUSDT,119.9,123,116,117.6,102959.186,12241904.33,42669
1.66311E+12,9/14/2022,BCHUSDT,117.5,120.8,116,119.9,73570.555,8730321.361,31440
1.66303E+12,9/13/2022,BCHUSDT,128.9,133.8,116,117.6,196200.84,24376915.84,73510
1.66294E+12,9/12/2022,BCHUSDT,130.3,132.9,126.2,129,114285.71,14822499.88,49225
1.66285E+12,9/11/2022,BCHUSDT,132.6,133.4,127.4,130.3,96300.447,12626671.41,34076
1.66277E+12,9/10/2022,BCHUSDT,132.7,135,130.4,132.6,119600.671,15881092.47,40999
1.66268E+12,9/9/2022,BCHUSDT,126.6,140.2,126,132.7,269297.023,35576525.27,101241
1.6626E+12,9/8/2022,BCHUSDT,118.8,130.5,115.9,126.5,212852.998,26624914.73,85043
1.66251E+12,9/7/2022,BCHUSDT,112.2,119.5,110.3,118.7,110684.843,12599668.54,37727
1.66242E+12,9/6/2022,BCHUSDT,125.7,128,111.7,112.2,146001.678,17555093.54,55286
1.66234E+12,9/5/2022,BCHUSDT,118.4,126.4,117,125.7,103294.28,12504858.88,40178
1.66225E+12,9/4/2022,BCHUSDT,117.8,118.4,115.8,118.3,66196.254,7758331.376,19321
1.66216E+12,9/3/2022,BCHUSDT,116.4,119.7,115.8,117.8,82739.11,9721974.506,25212
1.66208E+12,9/2/2022,BCHUSDT,116.7,120.5,114.6,116.3,107018.715,12590936.88,33847
1.66199E+12,9/1/2022,BCHUSDT,115,117.2,112.9,116.7,65712.911,7567080.988,27096
1.6619E+12,8/31/2022,BCHUSDT,114.6,118,114.2,115.2,50247.786,5845686.014,22433
1.66182E+12,8/30/2022,BCHUSDT,119.4,120.8,111.7,114.6,96427.498,11214930.93,39518
1.66173E+12,8/29/2022,BCHUSDT,112.6,123.5,110.8,119.5,110329.485,12795519.62,41214
1.66164E+12,8/28/2022,BCHUSDT,115.2,121.3,111.7,112.6,83911.9,9782896.113,36009
1.66156E+12,8/27/2022,BCHUSDT,116.1,118.5,113.1,115.2,144100.114,16711803.53,48405
1.66147E+12,8/26/2022,BCHUSDT,130.6,130.6,114.8,116,126679.418,15642234.1,55871
1.66139E+12,8/25/2022,BCHUSDT,130.4,132.8,128.5,130.6,72298.195,9437791.318,33007
1.6613E+12,8/24/2022,BCHUSDT,133.4,139.3,130.3,130.4,122996.9,16477630.69,61293
1.66121E+12,8/23/2022,BCHUSDT,122.7,135.8,119.9,133.3,161836.75,21052185.66,80019
1.66113E+12,8/22/2022,BCHUSDT,119.8,123.5,113.3,122.7,102465.719,12176228.37,48147
1.66104E+12,8/21/2022,BCHUSDT,114.7,120.6,114.2,119.7,76778.071,9006927.896,29066
1.66095E+12,8/20/2022,BCHUSDT,114.5,118.3,111.3,114.6,80142.235,9251294.633,37124
1.66087E+12,8/19/2022,BCHUSDT,129,129.1,113.4,114.4,176757.332,21427436.88,76896
1.66078E+12,8/18/2022,BCHUSDT,133.8,136.4,127.2,129.1,100726.995,13435539.2,40198
1.66069E+12,8/17/2022,BCHUSDT,136.4,144.9,132.4,133.8,127269.817,17640858.3,64780
1.66061E+12,8/16/2022,BCHUSDT,137.2,138.5,134.5,136.4,50347.98,6879563.692,30899
1.66052E+12,8/15/2022,BCHUSDT,139.5,143.4,133.8,137.2,93715.253,12852275.67,48831
1.66044E+12,8/14/2022,BCHUSDT,144.2,147.7,138.1,139.5,79063.388,11288777.52,40475
1.66035E+12,8/13/2022,BCHUSDT,143.2,147.1,142.4,144.2,63364.535,9167088.497,30230
1.66026E+12,8/12/2022,BCHUSDT,142.9,143.4,138.4,143.2,66455.021,9400613.744,31897
1.66018E+12,8/11/2022,BCHUSDT,142.1,148.8,141.7,142.9,145427.074,20982448.58,51815
1.66009E+12,8/10/2022,BCHUSDT,134.8,143.8,131.4,142.2,107977.375,14866308.24,57616
1.66E+12,8/9/2022,BCHUSDT,143.6,144.5,133.3,134.7,114292.149,15746237.15,47315
1.65992E+12,8/8/2022,BCHUSDT,141,148.1,140.2,143.6,96906.152,14032048.73,48538
1.65983E+12,8/7/2022,BCHUSDT,141.3,143.9,137.9,141,62440.095,8810879.963,32496
1.65974E+12,8/6/2022,BCHUSDT,141.9,143.5,139,141.3,84623.869,11930886.75,37644
1.65966E+12,8/5/2022,BCHUSDT,134.3,142.2,133.9,142,110725.564,15264660.02,49454
1.65957E+12,8/4/2022,BCHUSDT,133.8,138.5,132.4,134.3,67767.61,9192758.622,38890
1.65948E+12,8/3/2022,BCHUSDT,133.7,143,130.3,133.9,101424.294,13816594.23,52281
1.6594E+12,8/2/2022,BCHUSDT,137.8,139,128.7,133.7,129667.971,17218189,64316
1.65931E+12,8/1/2022,BCHUSDT,139.3,142.2,134,137.9,105345.003,14590663.12,52208
1.65923E+12,7/31/2022,BCHUSDT,145.5,150.4,138.6,139.3,114363.653,16641407.53,67670
1.65914E+12,7/30/2022,BCHUSDT,151.9,154.6,143.2,145.5,171162.14,25410437.15,78449
1.65905E+12,7/29/2022,BCHUSDT,155.8,165.5,147.3,151.9,403957.606,62010530.27,177989
1.65897E+12,7/28/2022,BCHUSDT,127.4,159.7,127.1,155.8,461830.724,66844431.06,198855
1.65888E+12,7/27/2022,BCHUSDT,118.8,127.5,116.1,127.4,136958.937,16532476.57,50961
1.65879E+12,7/26/2022,BCHUSDT,118.1,119.1,113.6,118.9,126392.482,14701049.97,41689
1.65871E+12,7/25/2022,BCHUSDT,131.9,133.1,117.5,118,166912.881,20849559.16,59969
1.65862E+12,7/24/2022,BCHUSDT,122.3,135,122.3,131.9,164346.07,21083003.74,66151
1.65853E+12,7/23/2022,BCHUSDT,123.2,127.1,118.1,122.4,116672.581,14286598.24,44188
1.65845E+12,7/22/2022,BCHUSDT,123.1,129.5,119.7,123.3,186949.286,23499898.55,65642
1.65836E+12,7/21/2022,BCHUSDT,121.8,124.3,117.5,123.1,144413.339,17536881.91,52481
1.65828E+12,7/20/2022,BCHUSDT,128.3,131.3,119.8,121.7,166697.167,21065639.33,64992
1.65819E+12,7/19/2022,BCHUSDT,121.3,129.6,115.9,128.3,254745.547,31356121.83,86904
1.6581E+12,7/18/2022,BCHUSDT,110.3,122.1,110,121.4,157569.979,18399731.04,60114
1.65802E+12,7/17/2022,BCHUSDT,109.5,116.3,107.8,110.3,161027.805,17931756.89,53715
1.65793E+12,7/16/2022,BCHUSDT,106.2,110.7,103.8,109.5,87788.934,9469521.017,35184
1.65784E+12,7/15/2022,BCHUSDT,103,107,101.9,106.2,92927.226,9701215.301,29593
1.65776E+12,7/14/2022,BCHUSDT,102.6,104.1,99.1,103,79348.974,8041161.109,26918
1.65767E+12,7/13/2022,BCHUSDT,97.3,102.7,95.2,102.5,101045.44,9994493.789,29673
1.65758E+12,7/12/2022,BCHUSDT,99.1,101.2,96.7,97.2,78773.104,7834606.087,24982
1.6575E+12,7/11/2022,BCHUSDT,106.8,107.3,98.6,99.1,69451.613,7180097.311,24698
1.65741E+12,7/10/2022,BCHUSDT,111.4,111.6,105.3,106.8,54321.013,5869623.387,19811
1.65732E+12,7/9/2022,BCHUSDT,108.6,113.1,108.5,111.3,61596.642,6826770.903,24433
1.65724E+12,7/8/2022,BCHUSDT,111.5,113.7,106.8,108.6,94129.738,10338967.54,34337
1.65715E+12,7/7/2022,BCHUSDT,106,112.5,105,111.5,93603.653,10143483.29,31337
1.65707E+12,7/6/2022,BCHUSDT,104,107.3,102.8,105.9,98903.525,10400222,33922
1.65698E+12,7/5/2022,BCHUSDT,108.2,108.8,101.7,104.1,101111.634,10620700.16,36007
1.65689E+12,7/4/2022,BCHUSDT,105.7,108.6,102.6,108.1,78326.886,8262112.727,24904
1.65681E+12,7/3/2022,BCHUSDT,106.6,108.2,101.8,105.7,64949.576,6769383.865,22529
1.65672E+12,7/2/2022,BCHUSDT,101.5,107.2,100.6,106.6,64583.397,6661343.376,23333
1.65663E+12,7/1/2022,BCHUSDT,103.2,106.6,98.2,101.5,105091.004,10687401.96,33127
1.65655E+12,6/30/2022,BCHUSDT,104.7,104.9,97.2,103.2,144874.715,14582089.07,45409
1.65646E+12,6/29/2022,BCHUSDT,103.2,108.1,101.3,104.6,141256.322,14788414.08,44491
1.65637E+12,6/28/2022,BCHUSDT,111.5,112.9,102.2,103.3,198446.736,21648835.44,63090
1.65629E+12,6/27/2022,BCHUSDT,112.9,117.2,110.1,111.5,140432.426,15930565.16,44280
1.6562E+12,6/26/2022,BCHUSDT,115.6,119.5,112.4,112.9,213252.273,24879993.61,59512
1.65612E+12,6/25/2022,BCHUSDT,114.3,116.3,111,115.5,268020.388,30434978.48,79605
1.65603E+12,6/24/2022,BCHUSDT,116.4,121.2,113.5,114.3,215946.663,25361757.9,71866
1.65594E+12,6/23/2022,BCHUSDT,112.8,118.5,111.5,116.4,89088.924,10332018.68,34708
1.65586E+12,6/22/2022,BCHUSDT,119.6,119.6,112.5,112.8,123105.819,14182230.24,53476
1.65577E+12,6/21/2022,BCHUSDT,118.7,123.2,113.8,119.6,330662.73,39464634.1,117312
1.65568E+12,6/20/2022,BCHUSDT,120.5,124.6,116.1,118.7,149101.787,17873639.01,76839
1.6556E+12,6/19/2022,BCHUSDT,115.4,123.9,111.1,120.6,191603.131,22719216.65,88629
1.65551E+12,6/18/2022,BCHUSDT,121.6,125.4,109,115.5,287238.455,33588105.88,132402
1.65542E+12,6/17/2022,BCHUSDT,109.4,122.1,106.6,121.5,426728.023,48344216.71,166210
1.65534E+12,6/16/2022,BCHUSDT,128,130.9,107.2,109.4,320316.506,36990303.69,132236
1.65525E+12,6/15/2022,BCHUSDT,125.9,131.6,110.1,127.9,219558.0017,26369860.95,107467
1.65516E+12,6/14/2022,BCHUSDT,127,135,117.7,125.9,213229.5555,27042231.54,112628
1.65508E+12,6/13/2022,BCHUSDT,146.1,149.1,123.9,127.1,289756.3829,38956874.34,142794
1.65499E+12,6/12/2022,BCHUSDT,156.8,158.4,145.7,146,115128.304,17465255.24,56911
1.65491E+12,6/11/2022,BCHUSDT,167.5,169.8,154.7,156.7,87238.865,14091225.54,45279
1.65482E+12,6/10/2022,BCHUSDT,175.6,177.6,166,167.4,86143.089,14726626.22,48381
1.65473E+12,6/9/2022,BCHUSDT,176.8,180.7,172.4,175.6,41535.411,7337055.728,23669
1.65465E+12,6/8/2022,BCHUSDT,182,183,174.9,176.8,59102.496,10587125.37,33426
1.65456E+12,6/7/2022,BCHUSDT,185.5,188.1,173.1,182.1,86468.194,15543994.82,53384
1.65447E+12,6/6/2022,BCHUSDT,179.9,189.2,179,185.6,88737.107,16477424.01,52819
1.65439E+12,6/5/2022,BCHUSDT,188.7,190.3,177.9,179.9,113501.594,20720582.92,51556
1.6543E+12,6/4/2022,BCHUSDT,183,189.9,180,188.8,34963.818,6468999.102,21798
1.65421E+12,6/3/2022,BCHUSDT,188.9,191.8,180.2,183.1,53426.611,9872931.278,32808
1.65413E+12,6/2/2022,BCHUSDT,185.9,189.8,182.4,189,63177.782,11728675.06,42632
1.65404E+12,6/1/2022,BCHUSDT,204.7,211.3,184.1,186,141982.785,28176750.44,79020
1.65396E+12,5/31/2022,BCHUSDT,197,207.4,191.6,204.6,151847.499,30143710.91,78544
1.65387E+12,5/30/2022,BCHUSDT,185.2,199.6,184.5,196.9,92580.366,17578640.16,52329
1.65378E+12,5/29/2022,BCHUSDT,178.7,186.4,175.5,185.2,54783.336,9922214.161,28764
1.6537E+12,5/28/2022,BCHUSDT,174.9,180.6,173,178.7,47540.249,8403551.363,27678
1.65361E+12,5/27/2022,BCHUSDT,179.3,185,171.6,174.8,141718.588,25174430.23,75402
1.65352E+12,5/26/2022,BCHUSDT,190.2,192.8,172.4,179.4,103116.095,18869130.7,56895
1.65344E+12,5/25/2022,BCHUSDT,195.6,201.4,189.3,190.2,102614.652,19885355.75,49528
1.65335E+12,5/24/2022,BCHUSDT,191.9,197.5,183.2,195.6,79347.834,15161817.39,41120
1.65326E+12,5/23/2022,BCHUSDT,197.9,208.2,189,192,116532.633,23229828.43,60065
1.65318E+12,5/22/2022,BCHUSDT,192.3,202.4,190.3,197.9,57951.321,11420574.51,32978
1.65309E+12,5/21/2022,BCHUSDT,190,195.8,186.6,192.4,51094.546,9789596.462,28300
1.653E+12,5/20/2022,BCHUSDT,196.6,200.6,186.1,190.1,102758.797,19870039.67,53443
1.65292E+12,5/19/2022,BCHUSDT,187,198.9,180.8,196.5,101438.469,19325932.17,54982
1.65283E+12,5/18/2022,BCHUSDT,206.8,209.2,186.2,186.9,80255.793,15822957.49,50767
1.65275E+12,5/17/2022,BCHUSDT,197.7,215.6,194.8,206.9,244633.641,50249162.07,97615
1.65266E+12,5/16/2022,BCHUSDT,214.9,214.9,196.1,197.6,122135.5,24682455.35,74354
1.65257E+12,5/15/2022,BCHUSDT,208.9,216.1,202.5,214.9,138302.724,28926048.94,92067
1.65249E+12,5/14/2022,BCHUSDT,202.3,237.1,186.7,208.8,198757.516,41610960.95,127427
1.6524E+12,5/13/2022,BCHUSDT,194.3,222.2,191.7,202.4,320794.951,67366469.48,190828
1.65231E+12,5/12/2022,BCHUSDT,194.8,227.2,156.8,194.2,409283.8874,77728239.2,244594
1.65223E+12,5/11/2022,BCHUSDT,231.6,250,183.6,194.9,345671.9818,74729407.72,234275
1.65214E+12,5/10/2022,BCHUSDT,217.7,244.4,210.6,231.5,186759.91,43066235.2,130549
1.65205E+12,5/9/2022,BCHUSDT,261.8,266.5,215,217.9,171749.5853,40827863.11,110928
1.65197E+12,5/8/2022,BCHUSDT,268.1,269.8,260,261.7,55073.925,14561908.31,38511
1.65188E+12,5/7/2022,BCHUSDT,274.9,277.5,263.5,268,37432.237,10206851.51,29990
1.6518E+12,5/6/2022,BCHUSDT,277.3,277.9,265.5,274.9,63296.088,17274691.41,50144
1.65171E+12,5/5/2022,BCHUSDT,299.8,302.6,272.3,277.3,82891.815,23705852.93,58916
1.65162E+12,5/4/2022,BCHUSDT,279.5,300.3,278.4,300,54287.64,15736421.87,39488
1.65154E+12,5/3/2022,BCHUSDT,285.1,289.7,276.3,279.4,39907.819,11311832.69,24695
1.65145E+12,5/2/2022,BCHUSDT,284,290,279.6,285,53144.924,15161164.54,33605
1.65136E+12,5/1/2022,BCHUSDT,277.8,287.8,272.7,284,43048.415,12058903.05,32674
1.65128E+12,4/30/2022,BCHUSDT,294.8,298.3,267.3,277.7,50642.594,14400905.41,34871
1.65119E+12,4/29/2022,BCHUSDT,306.4,309,290.8,294.6,57473.412,17312656.99,37530
1.6511E+12,4/28/2022,BCHUSDT,307.2,312.5,303.3,306.5,43647.97,13423017.36,36860
1.65102E+12,4/27/2022,BCHUSDT,296.1,309.4,293.6,307.2,47573.863,14466020.74,35902
1.65093E+12,4/26/2022,BCHUSDT,314.6,321.8,291.3,296,65129.019,20107622.22,52439
1.65084E+12,4/25/2022,BCHUSDT,307.6,315.9,299.8,314.5,52792.077,16163375.71,45525
1.65076E+12,4/24/2022,BCHUSDT,312.5,315,307.1,307.7,21891.376,6821240.12,19514
1.65067E+12,4/23/2022,BCHUSDT,321,324.2,311.2,312.5,19616.805,6229104.714,20028
1.65059E+12,4/22/2022,BCHUSDT,315.6,334.8,314.2,321.1,59306.426,19179102.31,49888
1.6505E+12,4/21/2022,BCHUSDT,330.6,345.7,311.2,315.6,54306.77,17931279.51,55847
1.65041E+12,4/20/2022,BCHUSDT,340.4,344.7,328.9,330.7,56703.39,19123027.77,52651
1.65033E+12,4/19/2022,BCHUSDT,340.4,343,332.4,340.5,40639.799,13687306.96,38537
1.65024E+12,4/18/2022,BCHUSDT,327.9,341,312.8,340.3,55095.064,17915636.16,53094
1.65015E+12,4/17/2022,BCHUSDT,342.8,348.8,327.2,328.1,31958.539,10873247.32,32277
1.65007E+12,4/16/2022,BCHUSDT,340.8,347.8,338.7,342.8,27809.62,9537251.055,28113
1.64998E+12,4/15/2022,BCHUSDT,337.6,345.2,333.2,340.8,41398.435,14023840.91,44986
1.64989E+12,4/14/2022,BCHUSDT,341.1,353.3,332.6,337.6,72737.764,24829938.53,63971
1.64981E+12,4/13/2022,BCHUSDT,305,349.6,301.3,341.2,139323.15,45814606.33,119064
1.64972E+12,4/12/2022,BCHUSDT,294.9,307.4,293.3,305,47614.943,14360260.74,38733
1.64964E+12,4/11/2022,BCHUSDT,319.8,321,290.7,294.8,57665.51,17676691.66,48663
1.64955E+12,4/10/2022,BCHUSDT,326,332.4,318.2,319.8,32583.909,10621520.58,28879
1.64946E+12,4/9/2022,BCHUSDT,322.9,327.7,321.4,325.9,23748.201,7707308.541,21045
1.64938E+12,4/8/2022,BCHUSDT,336,338.5,320.7,323,39494.237,13134990.27,38537
1.64929E+12,4/7/2022,BCHUSDT,330.9,340,325.1,336.1,36139.995,12057653.55,36699
1.6492E+12,4/6/2022,BCHUSDT,365.3,368.1,329,331,74696.67,26120328.29,77884
1.64912E+12,4/5/2022,BCHUSDT,376.2,382.2,364.9,365.4,40589.438,15181719,41748
1.64903E+12,4/4/2022,BCHUSDT,378.7,379.6,362.7,376.2,54217.976,20267810.63,50585
1.64894E+12,4/3/2022,BCHUSDT,372.5,381.4,368.1,378.6,36385.343,13661686.18,33956
1.64886E+12,4/2/2022,BCHUSDT,377.2,383.1,370,372.5,67876.571,25634969.52,53013
1.64877E+12,4/1/2022,BCHUSDT,384,389.4,363.2,377.2,94775.864,35533432.87,91104
1.64868E+12,3/31/2022,BCHUSDT,380.1,391.2,362.3,384.3,125124.264,47234059.1,125039
1.6486E+12,3/30/2022,BCHUSDT,373.2,386.7,362.7,380.1,88081.847,33223231.41,81231
1.64851E+12,3/29/2022,BCHUSDT,368.4,387.5,366.2,373.3,101742.574,38102792.74,81084
1.64843E+12,3/28/2022,BCHUSDT,376.6,385.9,363.3,368.5,118129.622,44698803.39,110391
1.64834E+12,3/27/2022,BCHUSDT,362,377.3,354.7,376.6,68517.844,24934053.06,59787
1.64825E+12,3/26/2022,BCHUSDT,365,366.3,356.5,362.1,45314.843,16372930.39,38793
1.64817E+12,3/25/2022,BCHUSDT,366.1,374.3,352.8,364.9,103907.692,37787496.11,93193
1.64808E+12,3/24/2022,BCHUSDT,364,367.6,351.5,366.1,86834.97,31251065.75,76067
1.64799E+12,3/23/2022,BCHUSDT,375.4,384.3,353.2,364,131767.742,47994471.69,118156
1.64791E+12,3/22/2022,BCHUSDT,334.8,387.1,334.3,375.4,186187.744,68141600.84,180509
1.64782E+12,3/21/2022,BCHUSDT,327.4,340.6,320.2,334.9,77658.049,25714656.52,75176
1.64773E+12,3/20/2022,BCHUSDT,327.8,332.9,315.3,327.4,63555.936,20541914.25,60125
1.64765E+12,3/19/2022,BCHUSDT,305.5,328.6,305.4,327.8,43265.138,13677313.84,44456
1.64756E+12,3/18/2022,BCHUSDT,296.2,306.5,290.5,305.5,47824.277,14231509.94,39799
1.64748E+12,3/17/2022,BCHUSDT,299.8,301.3,294.4,296.3,28223.556,8393216.693,25540
1.64739E+12,3/16/2022,BCHUSDT,289.2,302.5,286.2,299.8,66368.828,19461755.14,64206
1.6473E+12,3/15/2022,BCHUSDT,289.5,292.9,281.6,289.3,50923.929,14594000.37,44632
1.64722E+12,3/14/2022,BCHUSDT,279.7,290,277.4,289.5,47922.215,13613873.57,40992
1.64713E+12,3/13/2022,BCHUSDT,290.7,296.1,278.1,279.7,40607.311,11719989.46,33988
1.64704E+12,3/12/2022,BCHUSDT,287.6,294.3,287.2,290.8,31982.217,9327134.325,25296
1.64696E+12,3/11/2022,BCHUSDT,289.5,294.9,281.1,287.7,52856.947,15202329.71,43666
1.64687E+12,3/10/2022,BCHUSDT,307.1,309,283.3,289.4,64067.921,18727757.3,51212
1.64678E+12,3/9/2022,BCHUSDT,284.4,318.2,283.6,307.2,79058.315,24006054.51,63545
1.6467E+12,3/8/2022,BCHUSDT,273.8,289.7,272.3,284.7,71930.436,20319933.74,53021
1.64661E+12,3/7/2022,BCHUSDT,282.1,291.1,270,273.9,65709.164,18379172.68,53623
1.64652E+12,3/6/2022,BCHUSDT,294.2,296.2,281.3,282,33095.521,9567891.67,34367
1.64644E+12,3/5/2022,BCHUSDT,290.4,295.5,283.3,294.2,31733.767,9180313.931,30648
1.64635E+12,3/4/2022,BCHUSDT,315.2,315.5,285.8,290.4,51202.487,15409526.09,47624
1.64627E+12,3/3/2022,BCHUSDT,320.1,321.8,305.4,315.3,43765.626,13786041.68,43864
1.64618E+12,3/2/2022,BCHUSDT,328.7,331.4,318,320.2,53014.199,17180719.28,51636
1.64609E+12,3/1/2022,BCHUSDT,339,343.8,320.2,328.7,85168.234,28125087.36,79656
1.64601E+12,2/28/2022,BCHUSDT,304,339.2,300.5,339,63752.575,20413605.54,67592
1.64592E+12,2/27/2022,BCHUSDT,315.2,321.8,299.4,304,68260.329,21219965.68,60737
1.64583E+12,2/26/2022,BCHUSDT,308.7,324.7,307.2,315.3,70252.01,22216331.95,63328
1.64575E+12,2/25/2022,BCHUSDT,300.5,312.2,290.3,308.5,83986.054,25157543.04,72891
1.64566E+12,2/24/2022,BCHUSDT,288.4,309.7,259.6,300.6,207461.078,57544901.1,143030
1.64557E+12,2/23/2022,BCHUSDT,293.2,305.2,286.9,288.3,61445.076,18214714.48,41393
1.64549E+12,2/22/2022,BCHUSDT,283.3,295.5,275.4,293.2,83592.565,23922569.17,59331
1.6454E+12,2/21/2022,BCHUSDT,302.6,310.8,282.4,283.2,104936.714,31371619.38,72565
1.64532E+12,2/20/2022,BCHUSDT,312,312.7,296.6,302.6,59765.619,18041949.76,41944
1.64523E+12,2/19/2022,BCHUSDT,310.1,316.2,305.1,311.9,41747.092,12989394.34,31464
1.64514E+12,2/18/2022,BCHUSDT,313.1,319,306.3,310,61666.629,19287219.74,48264
1.64506E+12,2/17/2022,BCHUSDT,334.3,336.3,309.4,313,60201.39,19458850.58,55944
1.64497E+12,2/16/2022,BCHUSDT,343.2,343.3,328.9,334.3,50879.367,17065155.58,46273
1.64488E+12,2/15/2022,BCHUSDT,330.5,344.7,328.9,343.2,52385.786,17665893.16,44805
1.6448E+12,2/14/2022,BCHUSDT,333.7,337.7,318.4,330.5,61294.607,20028343.43,45452
1.64471E+12,2/13/2022,BCHUSDT,330.4,340,324.4,333.6,65178.57,21615315.27,52341
1.64462E+12,2/12/2022,BCHUSDT,320.7,330.6,312.1,330.5,62686.964,20110955.45,52766
1.64454E+12,2/11/2022,BCHUSDT,340.7,342.1,316.6,320.9,91990.739,30624760.02,69485
1.64445E+12,2/10/2022,BCHUSDT,345.8,362.7,336.2,340.7,116691.55,40855735.61,112901
1.64436E+12,2/9/2022,BCHUSDT,335.4,347.7,328.2,345.9,82944.229,28200332.97,65331
1.64428E+12,2/8/2022,BCHUSDT,343.2,355.9,324.9,335.5,135314.041,45877205.17,107865
1.64419E+12,2/7/2022,BCHUSDT,324.6,343.9,317.9,343.1,100053.855,33452219.36,84191
1.64411E+12,2/6/2022,BCHUSDT,320.3,328,312,324.7,69991.532,22479075.78,56622
1.64402E+12,2/5/2022,BCHUSDT,306.1,329,302.5,320.5,89958.852,28437216.86,70146
1.64393E+12,2/4/2022,BCHUSDT,281.2,307,276.4,306.2,87969.666,25532682.43,62690
1.64385E+12,2/3/2022,BCHUSDT,277.9,281.7,271,281.2,66256.66,18267265.66,45417
1.64376E+12,2/2/2022,BCHUSDT,287.8,296.8,276.3,277.8,64386.32,18483765.12,48057
1.64367E+12,2/1/2022,BCHUSDT,284.9,290.9,282.5,287.7,51781.381,14828593.09,36311
1.64359E+12,1/31/2022,BCHUSDT,289.9,290.5,278.1,285,68025.944,19282913.22,48473
1.6435E+12,1/30/2022,BCHUSDT,298.9,302.2,287.7,290,43174.979,12750076.06,36521
1.64341E+12,1/29/2022,BCHUSDT,296.8,302.1,291.3,298.8,35536.718,10532350.37,33542
1.64333E+12,1/28/2022,BCHUSDT,289.6,297.4,281.8,296.8,67163.287,19421420.86,55384
1.64324E+12,1/27/2022,BCHUSDT,289.1,294.9,277.5,289.6,95350.579,27300168.57,68806
1.64316E+12,1/26/2022,BCHUSDT,291.6,314.9,283.8,289.1,123057.252,36602856.48,99624
1.64307E+12,1/25/2022,BCHUSDT,292.3,294.6,259.9,291.6,100039.632,28687628.34,67368
1.64298E+12,1/24/2022,BCHUSDT,302.4,302.7,259.6,292.3,213574.6529,59309131.37,140121
1.6429E+12,1/23/2022,BCHUSDT,291.9,303.5,283.8,302.5,120846.438,35367967.31,87198
1.64281E+12,1/22/2022,BCHUSDT,314.8,318.8,265,291.8,210569.1534,61479023.65,161378
1.64272E+12,1/21/2022,BCHUSDT,357.4,360,308,314.9,135765.1848,45424848.98,108342
1.64264E+12,1/20/2022,BCHUSDT,369,384.2,356.3,357.5,48632.11,18155344.44,46693
1.64255E+12,1/19/2022,BCHUSDT,381.4,384.3,365.8,368.9,54356.984,20269640.79,48807
1.64246E+12,1/18/2022,BCHUSDT,380.7,398.7,374.6,381.4,80580.346,31007750.67,77624
1.64238E+12,1/17/2022,BCHUSDT,388.2,389.2,373,380.6,35421.99,13455660.67,32056
1.64229E+12,1/16/2022,BCHUSDT,390.7,393.4,382.3,388.1,23265.962,9027257.189,25237
1.6422E+12,1/15/2022,BCHUSDT,385.5,393,382.9,390.6,26573.369,10323621.53,24326
1.64212E+12,1/14/2022,BCHUSDT,377.5,393.7,375.6,385.6,49743.721,19189405.47,48409
1.64203E+12,1/13/2022,BCHUSDT,383.7,391.7,376.4,377.5,50476.739,19373077.07,49117
1.64195E+12,1/12/2022,BCHUSDT,369.8,385.9,367.8,383.8,53145.693,19985565.8,48754
1.64186E+12,1/11/2022,BCHUSDT,363.5,375,361.7,369.8,62635.225,23030767.38,53822
1.64177E+12,1/10/2022,BCHUSDT,376.8,378.4,347.6,363.6,99914.207,36183956.55,78949
1.64169E+12,1/9/2022,BCHUSDT,372.8,381.1,367.8,376.8,52446.077,19691104.71,50047
1.6416E+12,1/8/2022,BCHUSDT,385.8,391.6,361,372.9,78690.696,29817559.57,70405
1.64151E+12,1/7/2022,BCHUSDT,399.7,401.7,375.3,385.7,107953.813,41982379.39,99611
1.64143E+12,1/6/2022,BCHUSDT,399.5,403.9,387.3,399.8,82449.322,32598856.65,71288
1.64134E+12,1/5/2022,BCHUSDT,427,432.5,391.1,399.4,67592.078,28044422.3,69576
1.64125E+12,1/4/2022,BCHUSDT,434.8,439.5,425.4,427.1,39425.964,17020730.88,48796
1.64117E+12,1/3/2022,BCHUSDT,447.6,447.9,431.1,434.7,30839.554,13574632.89,38681
1.64108E+12,1/2/2022,BCHUSDT,444.8,452.4,442.6,447.7,47788.519,21352604.5,40794
1.641E+12,1/1/2022,BCHUSDT,430.3,446.1,430.3,444.8,38968.514,17106352.44,38732
