Unix,Date,Symbol,Open,High,Low,Close,Volume BCH,Volume USDT,tradecount
1.68083E+12,4/7/2023,BCHUSDT,126.1,126.6,123.2,124.5,27864.219,3475296.935,11331
1.68074E+12,4/6/2023,BCHUSDT,127.3,127.6,124.8,126,23152.352,2923067.486,12597
1.68065E+12,4/5/2023,BCHUSDT,127.1,130,125.2,127.2,49976.723,6399264.593,20186
1.68057E+12,4/4/2023,BCHUSDT,127.8,128.3,125.9,127.1,49808.469,6334434.71,16062
1.68048E+12,4/3/2023,BCHUSDT,123,129.7,119.5,127.8,117684.74,14887638.45,46842
1.68039E+12,4/2/2023,BCHUSDT,126.1,126.5,121.2,123,32720.465,4056086.146,17159
1.68031E+12,4/1/2023,BCHUSDT,123.9,127.6,123.4,126.1,40065.83,5013258.232,35320
1.68022E+12,3/31/2023,BCHUSDT,121.1,124.6,120.1,123.9,33062.459,4056567.986,17780
1.68013E+12,3/30/2023,BCHUSDT,123.3,125.3,119,121.1,61260.393,7489002.862,27866
1.68005E+12,3/29/2023,BCHUSDT,120.9,124.8,120.4,123.3,58026.013,7142998.547,23350
1.67996E+12,3/28/2023,BCHUSDT,120.4,122.3,119.1,120.9,59140.681,7135138.992,26221
1.67988E+12,3/27/2023,BCHUSDT,124.7,125,116.6,120.4,64614.154,7823390.339,29432
1.67979E+12,3/26/2023,BCHUSDT,125.1,127.1,123.6,124.7,27644.555,3460766.939,15492
1.6797E+12,3/25/2023,BCHUSDT,123.8,127.5,123.2,125.2,32778.425,4111393.978,18786
1.67962E+12,3/24/2023,BCHUSDT,128.7,131.9,121.5,123.7,81345.701,10280679.52,35772
1.67953E+12,3/23/2023,BCHUSDT,126,131.1,124.4,128.6,88044.151,11234202.27,30591
1.67944E+12,3/22/2023,BCHUSDT,134,134.2,122.8,125.9,76774.38,9951914.371,43724
1.67936E+12,3/21/2023,BCHUSDT,130.3,134.7,125.6,134,68393.701,8933699.29,40416
1.67927E+12,3/20/2023,BCHUSDT,135.8,139.5,129.5,130.3,53715.156,7185808.142,41913
1.67918E+12,3/19/2023,BCHUSDT,131,136.9,131,135.7,31897.554,4299074.729,23691
1.6791E+12,3/18/2023,BCHUSDT,135.5,138,130.2,131.1,47669.45,6421154.29,31613
1.67901E+12,3/17/2023,BCHUSDT,125.7,135.7,124.8,135.5,56746.178,7390479.382,31571
1.67892E+12,3/16/2023,BCHUSDT,123.1,127,122.2,125.8,49577.94,6177386.284,27070
1.67884E+12,3/15/2023,BCHUSDT,131,133.8,122,123.2,65394.589,8326359.1,37087
1.67875E+12,3/14/2023,BCHUSDT,126.6,140,125.2,131,97283.004,12709711.79,52747
1.67867E+12,3/13/2023,BCHUSDT,120.3,128.1,119.1,126.6,91701.176,11363993.7,44000
1.67858E+12,3/12/2023,BCHUSDT,113.6,120.9,112,120.2,52359.593,6037445.849,37272
1.67849E+12,3/11/2023,BCHUSDT,111.5,115.1,107.2,113.6,67504.736,7500190.265,34477
1.67841E+12,3/10/2023,BCHUSDT,110.3,111.9,105.1,111.5,62563.886,6798493.854,28196
1.67832E+12,3/9/2023,BCHUSDT,116.6,118.4,106.4,110.2,51768.299,5842285.833,29235
1.67823E+12,3/8/2023,BCHUSDT,122.2,122.6,114.5,116.6,42494.959,5071754.222,22246
1.67815E+12,3/7/2023,BCHUSDT,124.2,126,120,122.1,28569.05,3517122.158,15620
1.67806E+12,3/6/2023,BCHUSDT,124,125,122.1,124.2,22612.199,2794855.129,10503
1.67797E+12,3/5/2023,BCHUSDT,124.3,126.5,123.2,124,14793.093,1849966.594,9745
1.67789E+12,3/4/2023,BCHUSDT,126.3,127.2,122.3,124.4,21819.805,2735653.208,11342
1.6778E+12,3/3/2023,BCHUSDT,131.9,131.9,120,126.4,51028.14,6383254.697,25627
1.67772E+12,3/2/2023,BCHUSDT,134.3,134.8,129.8,131.8,32693.299,4309740.353,13602
1.67763E+12,3/1/2023,BCHUSDT,132,135.9,131.7,134.3,29814.269,3996834.801,16477
1.67754E+12,2/28/2023,BCHUSDT,135.2,135.3,130.5,132,37638.507,5013817.318,16447
1.67746E+12,2/27/2023,BCHUSDT,136.3,138.2,133.3,135.2,33727.459,4580226.837,21398
1.67737E+12,2/26/2023,BCHUSDT,133.1,137.5,132.2,136.3,27869.47,3759745.894,19743
1.67728E+12,2/25/2023,BCHUSDT,132.7,135.6,129.5,133.2,39638.761,5272748.18,23304
1.6772E+12,2/24/2023,BCHUSDT,138.7,139.7,130.4,132.7,39473.826,5298206.857,26436
1.67711E+12,2/23/2023,BCHUSDT,141.9,143.8,137.4,138.8,37061.147,5224051.855,21554
1.67702E+12,2/22/2023,BCHUSDT,145.3,145.7,136.8,142,49878.017,7017116.478,27613
1.67694E+12,2/21/2023,BCHUSDT,145,154.4,142.7,145.3,144377.878,21532133.48,72509
1.67685E+12,2/20/2023,BCHUSDT,136.1,149.1,133.2,145.1,123482.868,17779414.61,57850
1.67676E+12,2/19/2023,BCHUSDT,136.2,141.1,134.6,136,58952.375,8105800.43,34375
1.67668E+12,2/18/2023,BCHUSDT,133.4,138.8,133.2,136.2,46251.432,6268944.114,24690
1.67659E+12,2/17/2023,BCHUSDT,127.9,134.7,127.5,133.4,51358.085,6718795.781,23773
1.67651E+12,2/16/2023,BCHUSDT,134.8,135.8,127.6,128,61743.174,8233707.893,32378
1.67642E+12,2/15/2023,BCHUSDT,126.7,135.4,125.1,134.8,64483.622,8329752.287,31884
1.67633E+12,2/14/2023,BCHUSDT,123.9,127.2,122.8,126.7,51039.353,6376969.156,25399
1.67625E+12,2/13/2023,BCHUSDT,122.8,124.7,119.7,123.8,64537.554,7903790.791,23870
1.67616E+12,2/12/2023,BCHUSDT,124.7,126.7,121.2,122.9,30304.051,3776555.072,14468
1.67607E+12,2/11/2023,BCHUSDT,124.3,125.4,123.1,124.6,37171.503,4618299.326,16953
1.67599E+12,2/10/2023,BCHUSDT,126.7,130.3,123.8,124.3,47331.035,6039997.349,26859
1.6759E+12,2/9/2023,BCHUSDT,131.5,132.5,121.8,126.6,84390.542,10828950.01,42272
1.67581E+12,2/8/2023,BCHUSDT,135.9,136.8,129.4,131.6,44511.533,5927479.845,17958
1.67573E+12,2/7/2023,BCHUSDT,131.5,137.6,131.2,135.9,41185.683,5535238.627,21896
1.67564E+12,2/6/2023,BCHUSDT,134.4,135,130.2,131.5,29789.536,3968642.917,17336
1.67556E+12,2/5/2023,BCHUSDT,138.1,138.3,132.7,134.4,42079.311,5689951.382,21650
1.67547E+12,2/4/2023,BCHUSDT,137.9,140.1,136.4,138,31490.903,4353401.303,14881
1.67538E+12,2/3/2023,BCHUSDT,136.8,139.6,136.1,137.9,39249.199,5416974.454,20312
1.6753E+12,2/2/2023,BCHUSDT,136.2,143.6,135.5,136.7,82403.925,11456981.17,43932
1.67521E+12,2/1/2023,BCHUSDT,133.3,136.9,129.8,136.2,50549.855,6729341.789,25501
1.67512E+12,1/31/2023,BCHUSDT,131.2,136.5,130.6,133.3,42244.265,5646812.868,29857
1.67504E+12,1/30/2023,BCHUSDT,136.5,136.7,127.4,131.2,62216.158,8204351.84,32211
1.67495E+12,1/29/2023,BCHUSDT,132.7,138.7,131.9,136.6,51248.781,6983005.273,28478
1.67486E+12,1/28/2023,BCHUSDT,135.2,135.8,131.3,132.7,28534.606,3806611.039,16045
1.67478E+12,1/27/2023,BCHUSDT,133.9,136.4,131.7,135.2,44599.708,6006239.065,26086
1.67469E+12,1/26/2023,BCHUSDT,131.9,135.1,129.5,134,46366.219,6137458.709,28217
1.6746E+12,1/25/2023,BCHUSDT,128.2,134.6,125.3,131.8,48990.863,6352195.508,26196
1.67452E+12,1/24/2023,BCHUSDT,133.2,137.2,125.6,128.2,57354.054,7624474.241,27423
1.67443E+12,1/23/2023,BCHUSDT,128.5,138.6,128.4,133.2,96735.208,12967712.53,45887
1.67435E+12,1/22/2023,BCHUSDT,128,132.5,127.2,128.6,56391.958,7314118.477,27587
1.67426E+12,1/21/2023,BCHUSDT,128,134.2,125.3,128,98438.739,12749468.62,47555
1.67417E+12,1/20/2023,BCHUSDT,121.7,128.2,120.4,128.1,56520.949,6975557.511,24430
1.67409E+12,1/19/2023,BCHUSDT,118.6,122.5,118.6,121.6,39384.007,4763644.246,16224
1.674E+12,1/18/2023,BCHUSDT,122.8,127.5,115.2,118.7,94056.587,11521076.84,46121
1.67391E+12,1/17/2023,BCHUSDT,124.2,125.7,121.8,122.7,53759.085,6656365.276,21069
1.67383E+12,1/16/2023,BCHUSDT,124.9,127.1,119.5,124.2,88029.139,10863943.43,32808
1.67374E+12,1/15/2023,BCHUSDT,125.8,127.5,121.4,124.8,83784.619,10433067.36,25854
1.67365E+12,1/14/2023,BCHUSDT,124.5,131.3,120,125.8,163633.929,20662792.78,61104
1.67357E+12,1/13/2023,BCHUSDT,119.6,128,117.8,124.6,143625.194,17569854.24,50843
1.67348E+12,1/12/2023,BCHUSDT,109.9,129.4,107.3,119.7,241816.752,28512548.79,88108
1.6734E+12,1/11/2023,BCHUSDT,107.5,110.1,105.5,109.9,41716.031,4480128.29,19431
1.67331E+12,1/10/2023,BCHUSDT,106.8,109.3,105.5,107.4,45513.415,4900508.487,17831
1.67322E+12,1/9/2023,BCHUSDT,103.7,107.9,103.6,106.9,68710.657,7296711.077,23456
1.67314E+12,1/8/2023,BCHUSDT,101.5,104,100.8,103.7,52981.958,5422569.323,11541
1.67305E+12,1/7/2023,BCHUSDT,101.6,102.3,101.1,101.4,30203.645,3070641.39,7590
1.67296E+12,1/6/2023,BCHUSDT,101.1,101.9,98,101.7,63179.02,6337227.57,14506
1.67288E+12,1/5/2023,BCHUSDT,101.6,103.5,100.6,101.2,60392.462,6167152.444,17094
1.67279E+12,1/4/2023,BCHUSDT,99.6,102.5,99.5,101.5,58636.885,5938819.388,16698
1.6727E+12,1/3/2023,BCHUSDT,99.3,100.4,98.8,99.6,34511.544,3438443.376,9253
1.67262E+12,1/2/2023,BCHUSDT,96.8,100.4,95.5,99.3,41183.038,4042733.82,13082
1.67253E+12,1/1/2023,BCHUSDT,97,97.6,96.2,96.8,10264.919,992801.0616,3777
1.67244E+12,12/31/2022,BCHUSDT,96.7,98.4,96.4,97,24282.685,2368190.843,8245
1.67236E+12,12/30/2022,BCHUSDT,98.5,98.5,95.1,96.8,55044.687,5316137.148,14842
1.67227E+12,12/29/2022,BCHUSDT,99.1,100.3,97.2,98.4,31656.691,3126982.698,10397
1.67219E+12,12/28/2022,BCHUSDT,101.8,102.6,98.7,99.2,30613.424,3077769.104,11714
1.6721E+12,12/27/2022,BCHUSDT,103.5,103.8,101.1,101.7,17120.835,1755417.229,7768
1.67201E+12,12/26/2022,BCHUSDT,101.4,103.6,100.9,103.4,18810.576,1922513.268,8662
1.67193E+12,12/25/2022,BCHUSDT,101.6,102,99.7,101.4,19201.427,1933251.911,7856
1.67184E+12,12/24/2022,BCHUSDT,102,102.8,101.5,101.7,10568.985,1078652.739,4648
1.67175E+12,12/23/2022,BCHUSDT,101.4,103,101.2,102,19135.886,1949038.79,7655
1.67167E+12,12/22/2022,BCHUSDT,100.4,101.5,99.3,101.4,15722.591,1580412.974,6429
1.67158E+12,12/21/2022,BCHUSDT,101.6,102.3,99.8,100.3,17479.272,1763886.981,7648
1.67149E+12,12/20/2022,BCHUSDT,98.3,102.5,98.3,101.7,36935.555,3710650.168,11614
1.67141E+12,12/19/2022,BCHUSDT,102,103,97.9,98.4,40529.387,4080428.681,15633
1.67132E+12,12/18/2022,BCHUSDT,103.2,103.7,101.4,102,22885.588,2346653.51,9673
1.67124E+12,12/17/2022,BCHUSDT,100.1,103.4,98.7,103.1,52252.737,5305562.269,18448
1.67115E+12,12/16/2022,BCHUSDT,107.2,108.1,98.7,100.1,65845.584,6805340.242,25892
1.67106E+12,12/15/2022,BCHUSDT,109,110,106.7,107.2,33064.331,3587557.586,13195
1.67098E+12,12/14/2022,BCHUSDT,110.4,111.4,107.4,109.1,48182.886,5281770.614,17955
1.67089E+12,12/13/2022,BCHUSDT,106.2,111.5,103.7,110.4,118517.497,12907721.52,36585
1.6708E+12,12/12/2022,BCHUSDT,106.2,106.9,102.1,106.3,58195.807,6114532.555,18507
1.67072E+12,12/11/2022,BCHUSDT,109.1,109.9,105.9,106.3,41607.98,4499830.158,13450
1.67063E+12,12/10/2022,BCHUSDT,109.9,110.5,108.8,109.1,27203.907,2985386.183,10223
1.67054E+12,12/9/2022,BCHUSDT,111.9,112.3,109,109.9,52086.965,5785995.847,17154
1.67046E+12,12/8/2022,BCHUSDT,109.1,112.3,108.4,111.9,41721.426,4604415.379,15655
1.67037E+12,12/7/2022,BCHUSDT,112.2,112.9,107.5,109.1,51425.92,5630981.31,20130
1.67028E+12,12/6/2022,BCHUSDT,110.4,112.3,110.2,112.1,42918.222,4771641.492,14103
1.6702E+12,12/5/2022,BCHUSDT,111.1,117,109.7,110.4,96125.461,10967194.74,32686
1.67011E+12,12/4/2022,BCHUSDT,109.7,112,109.5,111,34713.425,3845818.08,14174
1.67003E+12,12/3/2022,BCHUSDT,112,112.7,109.5,109.7,32270.27,3589610.721,12297
1.66994E+12,12/2/2022,BCHUSDT,110.3,113,108.2,112,43985.795,4859391.05,16090
1.66985E+12,12/1/2022,BCHUSDT,113.5,113.9,109.6,110.3,57412.056,6400659.413,23014
1.66977E+12,11/30/2022,BCHUSDT,110.9,114.7,110.4,113.5,59280.216,6680577.637,27931
1.66968E+12,11/29/2022,BCHUSDT,110,113.2,109.1,111,41863.511,4667748.466,19409
1.66959E+12,11/28/2022,BCHUSDT,111.1,112,106,110,57502.515,6249257.151,28158
1.66951E+12,11/27/2022,BCHUSDT,112.4,113.8,110.7,111.2,33855.792,3817468.705,16290
1.66942E+12,11/26/2022,BCHUSDT,113.9,115.7,111.4,112.5,43902.312,4991780.705,19760
1.66933E+12,11/25/2022,BCHUSDT,115.9,116.4,113.2,113.8,51750.061,5942648.778,23998
1.66925E+12,11/24/2022,BCHUSDT,115,118.8,113.1,115.9,105513.389,12231337.9,46304
1.66916E+12,11/23/2022,BCHUSDT,109.4,119.9,108.4,115,183818.474,21155390.02,79345
1.66908E+12,11/22/2022,BCHUSDT,103.3,109.5,103,109.4,112361.605,11979032.98,51263
1.66899E+12,11/21/2022,BCHUSDT,104.9,107.6,100.5,103.4,106990.67,11042045.4,46943
1.6689E+12,11/20/2022,BCHUSDT,104.9,107.6,103.1,104.8,81819.408,8639254.79,33094
1.66882E+12,11/19/2022,BCHUSDT,104.7,106.3,103.9,104.9,32077.808,3365647.231,17098
1.66873E+12,11/18/2022,BCHUSDT,103.8,105.8,103.6,104.8,46239.222,4835072.518,17535
1.66864E+12,11/17/2022,BCHUSDT,104.4,105.3,101.2,103.9,50063.299,5165292.819,22817
1.66856E+12,11/16/2022,BCHUSDT,103.9,109.9,102.5,104.4,95714.732,10114088.5,44268
1.66847E+12,11/15/2022,BCHUSDT,104,106.4,102.3,103.9,87863.515,9169914.863,44395
1.66838E+12,11/14/2022,BCHUSDT,99.6,104.8,96.2,103.9,167714.737,16978082.73,86014
1.6683E+12,11/13/2022,BCHUSDT,102.7,103.6,98,99.6,99441.562,10006079.69,54997
1.66821E+12,11/12/2022,BCHUSDT,103,103.3,97.7,102.7,62502.199,6303312.71,34286
1.66812E+12,11/11/2022,BCHUSDT,102.6,107,98.7,103.1,118519.937,12195393.81,63378
1.66804E+12,11/10/2022,BCHUSDT,89.2,106.6,87.1,102.7,180212.823,17746624.69,97024
1.66795E+12,11/9/2022,BCHUSDT,103.1,104,87,89,218973.2122,21379790.22,118419
1.66787E+12,11/8/2022,BCHUSDT,117.8,118.9,95,103.2,254612.5,27827734.73,115591
1.66778E+12,11/7/2022,BCHUSDT,116.7,119.4,115.3,117.9,80552.122,9486814.881,32136
1.66769E+12,11/6/2022,BCHUSDT,123.8,124.3,116.3,116.7,64341.011,7774500.336,29441
1.66761E+12,11/5/2022,BCHUSDT,124.4,126,122.1,123.7,79105.35,9832850.381,35855
1.66752E+12,11/4/2022,BCHUSDT,115.6,124.9,115,124.5,117930.061,14310027.88,57642
1.66743E+12,11/3/2022,BCHUSDT,113.6,120.2,113.2,115.6,76224.735,8901698.053,37980
1.66735E+12,11/2/2022,BCHUSDT,115,122.1,111.9,113.7,156409.707,18259433.19,72788
1.66726E+12,11/1/2022,BCHUSDT,115,116.6,113.8,115,48125.99,5549077.465,18717
1.66717E+12,10/31/2022,BCHUSDT,116.2,117.9,113.5,115,53424.333,6171066.822,25843
1.66709E+12,10/30/2022,BCHUSDT,118.5,120.3,114.4,116.1,55110.417,6493812.309,25779
1.667E+12,10/29/2022,BCHUSDT,115.6,120.7,115.3,118.4,96372.21,11376437.81,44566
1.66692E+12,10/28/2022,BCHUSDT,112.4,116.3,111,115.6,58389.726,6619707.853,27882
1.66683E+12,10/27/2022,BCHUSDT,114.4,116.9,111.5,112.3,54627.546,6258173.157,26354
1.66674E+12,10/26/2022,BCHUSDT,112.8,116.4,112,114.4,66846.745,7662400.863,27734
1.66666E+12,10/25/2022,BCHUSDT,107.9,114.3,107.7,112.7,64718.954,7194540.48,25418
1.66657E+12,10/24/2022,BCHUSDT,110.9,111.2,107.4,107.9,30752.14,3345536.024,14235
1.66648E+12,10/23/2022,BCHUSDT,108.6,111.1,107.6,110.8,28095.48,3065373.899,12208
1.6664E+12,10/22/2022,BCHUSDT,107.1,110.5,106.1,108.6,33575.838,3635324.748,14434
1.66631E+12,10/21/2022,BCHUSDT,106.4,107.4,102.8,107.1,39967.062,4216419.492,16649
1.66622E+12,10/20/2022,BCHUSDT,105.8,109,104.9,106.5,31922.319,3416491.084,15269
1.66614E+12,10/19/2022,BCHUSDT,108.8,109,105.1,105.8,31119.444,3350030.89,12714
1.66605E+12,10/18/2022,BCHUSDT,110.6,111.5,107.1,108.7,38370.655,4198562.464,17206
1.66596E+12,10/17/2022,BCHUSDT,110.3,111.6,109.2,110.6,29010.837,3198330.73,13258
1.66588E+12,10/16/2022,BCHUSDT,107.9,111,107.8,110.3,22902.42,2510834.645,11876
1.66579E+12,10/15/2022,BCHUSDT,107.6,109.6,106.7,107.9,28022.37,3031588.059,12297
1.66571E+12,10/14/2022,BCHUSDT,108.8,111.8,106.6,107.5,67367.369,7385821.859,23411
1.66562E+12,10/13/2022,BCHUSDT,111.8,113.1,101.8,108.8,111802.857,11960580.89,45217
1.66553E+12,10/12/2022,BCHUSDT,111.2,112.9,110.7,111.7,70759.021,7922964.309,19322
1.66545E+12,10/11/2022,BCHUSDT,111.6,112.5,109,111.1,62627.048,6952218.237,23051
1.66536E+12,10/10/2022,BCHUSDT,117.2,118.1,110.6,111.6,48271.502,5532217.918,20882
1.66527E+12,10/9/2022,BCHUSDT,116.9,118.5,116.4,117.2,39843.498,4678180.617,14198
1.66519E+12,10/8/2022,BCHUSDT,116.7,118.8,115.6,116.9,37817.179,4445244.795,13938
1.6651E+12,10/7/2022,BCHUSDT,118.3,120.2,115.5,116.7,57774.352,6794526.214,22578
1.66501E+12,10/6/2022,BCHUSDT,122.1,123.8,117.8,118.4,55537.838,6710799.206,21687
1.66493E+12,10/5/2022,BCHUSDT,121.2,123.6,118.9,122.1,69793.079,8491381.82,30864
1.66484E+12,10/4/2022,BCHUSDT,116.3,122.1,115.6,121.1,74078.707,8837951.141,26397
1.66476E+12,10/3/2022,BCHUSDT,114.2,116.6,113.5,116.3,64768.723,7456849.811,20086
1.66467E+12,10/2/2022,BCHUSDT,117.1,118.6,113.8,114.3,85470.29,9959674.15,22516
1.66458E+12,10/1/2022,BCHUSDT,120,121,115.8,117.1,58522.772,6914030.978,21051
1.6645E+12,9/30/2022,BCHUSDT,117,125,114.8,120.1,141643.925,16998051.68,54176
1.66441E+12,9/29/2022,BCHUSDT,114.1,118,113.5,116.9,78588.352,9098697.408,30641
1.66432E+12,9/28/2022,BCHUSDT,114.3,115.9,110.1,114.1,78060.028,8796571.42,30910
1.66424E+12,9/27/2022,BCHUSDT,116.3,120.7,112.4,114.3,105830.629,12467005.4,37981
1.66415E+12,9/26/2022,BCHUSDT,113.5,117.6,112.5,116.3,66191.779,7602169.381,28317
1.66406E+12,9/25/2022,BCHUSDT,117.3,118.5,112.1,113.5,62611.03,7229415.243,25254
